Time,,FFT complex,Frequency ,Magnitude
479,,2.086973-15.895259i,5166.015625,0.015655936
482,,22.903110-11.306210i,5170.898438,0.02494315
485,,9.005238-2.481042i,5175.78125,0.00912184
488,,-19.275443+5.130580i,5180.664063,0.01947907
490,,8.115673-11.465308i,5185.546875,0.013717747
494,,-4.060150-8.966014i,5190.429688,0.009611788
499,,-1.224655-1.117753i,5195.3125,0.001619196
504,,28.826181+0.525943i,5200.195313,0.028155253
508,,5.021112-3.641335i,5205.078125,0.006057119
512,,-2.668802-1.728453i,5209.960938,0.003105108
517,,0.251899+21.786373i,5214.84375,0.021277177
522,,12.053538+21.028680i,5219.726563,0.023670174
526,,18.998548-0.535833i,5224.609375,0.018560647
531,,6.734025+11.600107i,5229.492188,0.013098669
536,,2.109972+8.291588i,5234.375,0.008355313
540,,-9.239506+19.250269i,5239.257813,0.020852327
544,,9.415281+8.485639i,5244.140625,0.012377851
547,,-7.688739-10.731584i,5249.023438,0.012892238
551,,-9.519179-0.777137i,5253.90625,0.009327001
555,,22.854605-0.493250i,5258.789063,0.022324148
558,,10.100892+2.726683i,5263.671875,0.010217234
562,,9.597931+4.091330i,5268.554688,0.010189027
565,,-0.763157+12.136378i,5273.4375,0.01187534
568,,-11.396276+8.729599i,5278.320313,0.014019064
571,,-7.417542-8.015203i,5283.203125,0.010664823
575,,-0.197911-8.528318i,5288.085938,0.008330678
578,,15.245199-9.919203i,5292.96875,0.017761808
581,,24.240250+23.784135i,5297.851563,0.033163965
584,,-18.804647-14.729806i,5302.734375,0.023327009
587,,0.450151+12.098669i,5307.617188,0.011823282
590,,44.979112+4.228818i,5312.5,0.044118619
592,,5.300752+1.258222i,5317.382813,0.005320347
595,,-4.790573+10.399664i,5322.265625,0.011181645
598,,7.526892+0.627267i,5327.148438,0.007375961
600,,-12.518364-8.792548i,5332.03125,0.014939119
603,,8.907649+9.492737i,5336.914063,0.012712513
605,,-5.966410+20.119495i,5341.796875,0.020493674
608,,-2.672096-12.157386i,5346.679688,0.012155835
610,,9.317233-12.717961i,5351.5625,0.015396193
613,,-10.424110+24.850139i,5356.445313,0.026316348
616,,4.700947+20.782070i,5361.328125,0.020807734
618,,-21.258240-17.762147i,5366.210938,0.027052837
620,,-5.189469+2.593780i,5371.09375,0.005665601
622,,9.578276+6.127237i,5375.976563,0.011103924
623,,2.899321+0.292101i,5380.859375,0.002845701
624,,20.108372+25.069706i,5385.742188,0.031384549
625,,18.258574-7.090827i,5390.625,0.019128049
626,,3.116304+17.659169i,5395.507813,0.017511745
626,,12.539967+0.871477i,5400.390625,0.012275598
626,,6.988852-6.921045i,5405.273438,0.00960537
626,,2.944907-26.346857i,5410.15625,0.025889579
626,,-20.975036-2.960058i,5415.039063,0.020686399
626,,-9.254548-1.510532i,5419.921875,0.009157239
625,,15.825155-6.254629i,5424.804688,0.016617522
624,,4.141017+0.560147i,5429.6875,0.004080791
624,,3.434496+12.269988i,5434.570313,0.012442969
623,,4.542357+5.552133i,5439.453125,0.007005377
623,,-11.112692+1.804136i,5444.335938,0.010994326
622,,9.161068+5.742186i,5449.21875,0.010558527
622,,-11.094751+3.390078i,5454.101563,0.011329225
621,,2.610670-9.891542i,5458.984375,0.009990487
621,,-3.986520-8.068602i,5463.867188,0.008788774
619,,-4.994378+16.996625i,5468.75,0.017300021
618,,-6.079307-0.234465i,5473.632813,0.005941237
616,,-18.651045-11.763164i,5478.515625,0.02153389
615,,5.713780+22.736502i,5483.398438,0.022894004
613,,33.000175-9.941970i,5488.28125,0.033657483
612,,26.709627-2.323055i,5493.164063,0.02618209
610,,28.883640-0.832272i,5498.046875,0.028218387
607,,-0.693687-0.897385i,5502.929688,0.001107657
605,,36.197249+6.660658i,5507.8125,0.035942345
602,,33.514010+13.176334i,5512.695313,0.035167162
599,,-19.410684+4.855849i,5517.578125,0.019539889
596,,17.542777+16.842884i,5522.460938,0.023749385
593,,-10.145937-12.534056i,5527.34375,0.015747887
591,,27.240805+16.486224i,5532.226563,0.031094846
588,,16.019278-7.583812i,5537.109375,0.017308354
585,,-13.558533+13.502768i,5541.992188,0.018686787
582,,6.532011-4.290241i,5546.875,0.00763178
578,,-2.972345-1.615774i,5551.757813,0.003303837
575,,3.250537+12.130786i,5556.640625,0.012264395
572,,0.905445+17.771474i,5561.523438,0.017377466
568,,9.380313+7.035343i,5566.40625,0.011450641
565,,10.493573+2.571852i,5571.289063,0.01055092
562,,8.774197+7.222353i,5576.171875,0.011098018
559,,15.032083+18.152123i,5581.054688,0.023015883
555,,3.623493+15.364147i,5585.9375,0.015415673
552,,-5.727629+1.338215i,5590.820313,0.005744027
549,,-3.658319-18.094068i,5595.703125,0.018027529
546,,0.700911-7.677561i,5600.585938,0.007528798
543,,12.699867-21.403406i,5605.46875,0.024304292
540,,7.295320+13.666741i,5610.351563,0.015128889
537,,-0.679208+4.616153i,5615.234375,0.004556498
534,,-0.358732-16.864594i,5620.117188,0.016473056
530,,9.534510+6.281034i,5625,0.011149858
526,,5.828477+25.176709i,5629.882813,0.025236873
523,,5.096582-6.138636i,5634.765625,0.007791598
519,,-7.019023-3.829882i,5639.648438,0.007808512
515,,-0.507023-0.099139i,5644.53125,0.000504516
510,,2.608406+16.664038i,5649.414063,0.016471629
505,,-18.092286-2.861989i,5654.296875,0.017887943
500,,19.991967-5.929366i,5659.179688,0.020363989
496,,14.802046-22.210890i,5664.0625,0.026065699
491,,-9.536541+15.030279i,5668.945313,0.017383221
486,,7.805856-17.143480i,5673.828125,0.018395449
482,,4.219353+13.573924i,5678.710938,0.013881428
479,,13.896453+22.156679i,5683.59375,0.02554098
475,,3.006422+1.833662i,5688.476563,0.003438955
471,,37.823212+19.582202i,5693.359375,0.041593515
466,,7.721740+2.728792i,5698.242188,0.007997777
463,,-20.395310-15.768004i,5703.125,0.025175596
459,,-6.081159+15.592952i,5708.007813,0.016344536
455,,0.775089-12.216168i,5712.890625,0.01195384
452,,32.498793-12.846986i,5717.773438,0.034126865
448,,12.872763+20.375678i,5722.65625,0.023536499
445,,7.368836+5.995255i,5727.539063,0.009276975
442,,-12.830691+2.802568i,5732.421875,0.012825393
439,,-11.241364+19.952129i,5737.304688,0.022364256
437,,11.709770+4.972756i,5742.1875,0.012423741
435,,18.350641-10.229819i,5747.070313,0.020517
432,,-5.183788+8.647046i,5751.953125,0.009845526
429,,13.508248+14.151481i,5756.835938,0.019105146
426,,-6.969200-16.499842i,5761.71875,0.0174915
424,,-21.109849-11.260183i,5766.601563,0.023364499
422,,16.227220-8.265202i,5771.484375,0.017784065
420,,1.932259-37.591881i,5776.367188,0.036759285
418,,5.184711+17.890222i,5781.25,0.018189804
415,,-6.029656-1.382763i,5786.132813,0.006041188
413,,19.952202+13.211011i,5791.015625,0.023368657
411,,31.956407+29.803789i,5795.898438,0.04267341
409,,11.235116-0.815133i,5800.78125,0.011000632
407,,37.552911+20.083948i,5805.664063,0.041588105
405,,7.862540-10.099684i,5810.546875,0.012499357
403,,-8.893295-1.745688i,5815.429688,0.008850594
401,,12.734226-3.736839i,5820.3125,0.012960146
400,,1.589933+7.811687i,5825.195313,0.007785007
399,,22.904931-4.881021i,5830.078125,0.02287034
398,,1.141851+18.735271i,5834.960938,0.018330112
398,,1.185226+8.095082i,5839.84375,0.007989637
398,,12.426735-5.649633i,5844.726563,0.013330779
398,,10.794093+6.915402i,5849.609375,0.012518877
398,,-7.053523+27.510075i,5854.492188,0.027734313
399,,9.552721-11.506233i,5859.375,0.014604357
400,,11.913356-22.764185i,5864.257813,0.025090933
400,,4.752048-7.074004i,5869.140625,0.008322209
400,,11.188414-11.440471i,5874.023438,0.015626983
401,,-10.434132+5.541484i,5878.90625,0.011537463
401,,-18.309957-12.334936i,5883.789063,0.021559819
402,,14.848885-15.504097i,5888.671875,0.020964648
403,,18.886513+4.368526i,5893.554688,0.018930819
404,,-7.886397-21.993859i,5898.4375,0.022817422
405,,22.967439-14.349981i,5903.320313,0.026447094
405,,39.194262-14.024577i,5908.203125,0.040652209
407,,9.093824-1.935886i,5913.085938,0.009079683
408,,36.836645+31.776142i,5917.96875,0.047508151
409,,-1.577510+18.982385i,5922.851563,0.018601388
411,,-7.310850+22.418075i,5927.734375,0.02302739
413,,13.060753+6.505750i,5932.617188,0.014249384
416,,12.015177+6.584211i,5937.5,0.013379844
418,,17.112840-1.823465i,5942.382813,0.016806363
420,,7.400055+18.544090i,5947.265625,0.019498119
424,,0.118815+18.199717i,5952.148438,0.01777354
426,,14.422226-7.817520i,5957.03125,0.016020216
429,,14.297002+18.112392i,5961.914063,0.022534336
432,,13.894061-1.359066i,5966.796875,0.013633176
435,,11.001321-6.299704i,5971.679688,0.01238023
438,,20.698815+30.417418i,5976.5625,0.035929807
441,,12.925231+10.239032i,5981.445313,0.016102902
445,,13.188250-10.479790i,5986.328125,0.016450251
448,,-17.620407+20.956494i,5991.210938,0.026738085
451,,-8.008677-7.299838i,5996.09375,0.010582376
454,,5.325466-20.969827i,6000.976563,0.021128404
457,,2.009072+12.573469i,6005.859375,0.01243454
460,,2.943242+2.630790i,6010.742188,0.003855101
463,,9.357225-25.819647i,6015.625,0.026819255
466,,44.508582-2.293367i,6020.507813,0.043523074
469,,-17.725182+22.755228i,6025.390625,0.028168073
473,,11.321027+25.626010i,6030.273438,0.027358709
476,,-9.347817+6.664351i,6035.15625,0.011211144
479,,-2.808263-5.111313i,6040.039063,0.005695282
482,,7.003528+7.534774i,6044.921875,0.010045892
486,,0.454441+0.859842i,6049.804688,0.000949752
489,,25.344902+27.418340i,6054.6875,0.036462932
490,,-2.125703+6.712848i,6059.570313,0.006876341
496,,2.424475-6.760989i,6064.453125,0.007014211
500,,9.095884+21.500062i,6069.335938,0.022797825
505,,-5.244057+0.870182i,6074.21875,0.005191176
509,,-3.525934+3.124549i,6079.101563,0.004600741
513,,-11.866134-6.313996i,6083.984375,0.013126383
518,,24.413813+1.814698i,6088.867188,0.023907387
523,,9.791906+9.171508i,6093.75,0.013101887
527,,7.222530+0.197998i,6098.632813,0.007055902
532,,12.700777+7.032871i,6103.515625,0.01417769
536,,-14.165630-1.969319i,6108.398438,0.013966663
540,,-3.289808-20.148653i,6113.28125,0.019936974
544,,5.128477+1.443796i,6118.164063,0.005202964
548,,-4.004869+6.550851i,6123.046875,0.007498107
551,,13.188683-18.561191i,6127.929688,0.022236034
555,,-9.080459+33.279728i,6132.8125,0.033687797
559,,11.247677+17.616299i,6137.695313,0.020410956
562,,24.664753+29.983263i,6142.578125,0.037914605
566,,9.276586+13.446386i,6147.460938,0.015952989
570,,-2.094141+18.981916i,6152.34375,0.018649495
573,,18.527173-18.549378i,6157.226563,0.025602622
576,,-7.966017-7.159215i,6162.109375,0.010459335
579,,10.673210+13.999885i,6166.992188,0.017191777
582,,14.451935+3.094583i,6171.875,0.014433147
585,,9.093951+10.881810i,6176.757813,0.013849079
588,,15.039955+6.884911i,6181.640625,0.016153248
591,,4.386569-6.155013i,6186.523438,0.007381041
594,,2.035751+12.183015i,6191.40625,0.01206243
596,,-5.132207-19.666771i,6196.289063,0.019849013
599,,1.477754+12.672020i,6201.171875,0.01245888
602,,22.676099+18.380835i,6206.054688,0.028505934
604,,11.537209+5.704071i,6210.9375,0.012568614
606,,11.260741+17.966556i,6215.820313,0.020706843
608,,9.826915+0.693504i,6220.703125,0.009620464
611,,7.361631-12.252293i,6225.585938,0.013958775
613,,0.733598+6.085396i,6230.46875,0.005985795
615,,-6.176260+5.997004i,6235.351563,0.008406964
618,,4.942176+0.752880i,6240.234375,0.004882025
620,,16.808571-22.533141i,6245.117188,0.027452881
622,,-14.535534+10.748737i,6250,0.017654378
623,,-28.416947+16.634660i,6254.882813,0.032155977
624,,-0.968903-20.671497i,6259.765625,0.020209171
625,,3.731589+10.053662i,6264.648438,0.010472506
626,,7.917214+9.982699i,6269.53125,0.012442516
627,,15.594040+39.376341i,6274.414063,0.041359126
626,,14.246415+14.226914i,6279.296875,0.019661805
626,,10.968927+5.871112i,6284.179688,0.012149761
626,,13.822311-0.892504i,6289.0625,0.01352646
626,,-2.298117-0.104626i,6293.945313,0.00224658
625,,-3.312183-0.966159i,6298.828125,0.003369356
625,,23.538439-18.849258i,6303.710938,0.029448705
624,,-7.353541-20.144053i,6308.59375,0.020941686
624,,-3.728598+17.215790i,6313.476563,0.017202083
623,,24.321075+24.005522i,6318.359375,0.033371868
622,,-9.381314-4.459360i,6323.242188,0.010143798
622,,2.085853+15.796614i,6328.125,0.015560285
621,,-4.937943-8.823671i,6333.007813,0.009874416
621,,18.311829-10.895839i,6337.890625,0.020808858
620,,25.045039-13.470788i,6342.773438,0.02777142
618,,-5.257422+11.954757i,6347.65625,0.012753648
617,,3.967787+12.046723i,6352.539063,0.012386065
615,,11.781295-0.089702i,6357.421875,0.011505504
613,,-29.560089+3.129364i,6362.304688,0.029028586
611,,-9.923023+10.080475i,6367.1875,0.013813523
609,,-11.089503-43.943695i,6372.070313,0.044259138
607,,-5.694012+14.347372i,6376.953125,0.01507418
604,,27.320238+24.144710i,6381.835938,0.035605882
601,,32.133211+3.763217i,6386.71875,0.031594552
598,,-11.334291-5.996333i,6391.601563,0.012522188
596,,14.418190+19.704924i,6396.484375,0.023844293
593,,3.512700+12.587781i,6401.367188,0.012762416
590,,-6.009194+6.480243i,6406.25,0.008630512
587,,-6.125847-1.804887i,6411.132813,0.006236529
584,,6.390077+6.424769i,6416.015625,0.008849119
581,,-14.414922-26.251949i,6420.898438,0.029247269
578,,3.747952+28.391612i,6425.78125,0.027966724
575,,18.538069+17.300231i,6430.664063,0.024762321
572,,-8.877120+6.161206i,6435.546875,0.010552467
568,,-4.771724-0.340081i,6440.429688,0.004671706
565,,-17.016477-12.074666i,6445.3125,0.020376206
562,,11.090822+8.483039i,6450.195313,0.013635844
558,,6.474662-0.559490i,6455.078125,0.006346475
555,,4.106028+1.961258i,6459.960938,0.004443735
552,,23.593654+6.150125i,6464.84375,0.023810599
549,,1.146732-4.554731i,6469.726563,0.004586785
546,,13.694906-12.709920i,6474.609375,0.018246111
543,,-2.275741-10.312541i,6479.492188,0.010313143
540,,-11.670288-2.749547i,6484.375,0.011708802
536,,27.399982+8.895405i,6489.257813,0.028132582
533,,5.850688+0.428564i,6494.140625,0.00572887
529,,-16.035910+7.798541i,6499.023438,0.017413718
525,,-18.841204+25.682150i,6503.90625,0.031105682
521,,7.714649+6.901895i,6508.789063,0.010108812
516,,12.493168+20.881684i,6513.671875,0.023763279
512,,-12.393144+1.163961i,6518.554688,0.012155941
507,,3.005031-3.553027i,6523.4375,0.004544344
502,,16.452434+0.769512i,6528.320313,0.016084394
498,,-3.694251-12.120139i,6533.203125,0.012373677
494,,-14.327568+14.620823i,6538.085938,0.019990873
492,,15.325206+12.701551i,6542.96875,0.019438043
483,,-13.670026-22.614833i,6547.851563,0.025806027
480,,-4.348356+6.489728i,6552.734375,0.007628745
476,,19.622751+8.690340i,6557.617188,0.020958004
473,,2.759552+8.025383i,6562.5,0.008287668
469,,10.187959+7.856238i,6567.382813,0.012563733
464,,5.778604+8.175463i,6572.265625,0.009776871
461,,-1.794929+12.765569i,6577.148438,0.012589005
458,,-6.874717+6.677064i,6582.03125,0.00935896
455,,20.457132+5.631213i,6586.914063,0.020720733
452,,6.704837+14.711190i,6591.796875,0.015788148
448,,2.673653-12.119261i,6596.679688,0.012119802
446,,4.131927+10.590246i,6601.5625,0.011101335
443,,0.306759+27.139673i,6606.445313,0.02650528
440,,19.075125+17.301127i,6611.328125,0.02514889
437,,-7.052693-4.096721i,6616.210938,0.007965039
435,,3.310982+15.565549i,6621.09375,0.015540817
433,,15.533107+30.828578i,6625.976563,0.03371162
430,,-22.409061-7.004908i,6630.859375,0.022928114
427,,-33.945713+18.499750i,6635.742188,0.037753358
425,,8.160847+1.718391i,6640.625,0.008144338
422,,2.032049-23.766113i,6645.507813,0.023293776
419,,14.810740-14.650912i,6650.390625,0.020344571
417,,17.672366+9.890344i,6655.273438,0.019777053
415,,12.940419-13.587456i,6660.15625,0.018323847
412,,2.811173+5.043074i,6665.039063,0.005638352
410,,17.303173+2.608765i,6669.921875,0.017088601
408,,-3.621490+2.556362i,6674.804688,0.004328957
406,,17.146691+11.724307i,6679.6875,0.020284978
404,,-2.791567+11.619746i,6684.570313,0.011670283
402,,-5.431141+11.499435i,6689.453125,0.012419414
401,,-7.719424+1.288775i,6694.335938,0.007642838
400,,27.924122+18.291751i,6699.21875,0.032599417
399,,-2.127291-6.366410i,6704.101563,0.006555095
398,,-3.965870-13.392597i,6708.984375,0.013640092
398,,12.101538+0.542236i,6713.867188,0.011829766
398,,6.079678-1.929887i,6718.75,0.006229133
398,,6.803132-7.353263i,6723.632813,0.00978285
398,,20.210726+12.231693i,6728.515625,0.023070196
399,,-4.099686+6.474570i,6733.398438,0.007483775
399,,39.819856-0.608205i,6738.28125,0.038891114
399,,-8.023309-1.735897i,6743.164063,0.008016551
400,,-7.513227+28.575627i,6748.046875,0.028854324
401,,15.794156-5.908763i,6752.929688,0.016468007
402,,17.541982-6.836510i,6757.8125,0.018385822
403,,5.676024+11.654813i,6762.695313,0.012659652
403,,13.220207+6.171098i,6767.578125,0.014247653
404,,-16.972890-9.567443i,6772.460938,0.019027061
404,,3.114878-1.885382i,6777.34375,0.003555697
405,,4.068505-6.850311i,6782.226563,0.007780666
406,,14.664335+6.936612i,6787.109375,0.015841978
408,,6.406340+16.290082i,6791.992188,0.017094251
410,,12.380803+5.450504i,6796.875,0.013210414
412,,24.138316+2.527025i,6801.757813,0.023701398
415,,-7.747774-0.541853i,6806.640625,0.007584667
417,,-6.976174+39.555223i,6811.523438,0.039224307
419,,26.579772-5.985384i,6816.40625,0.026606787
422,,-5.644792-18.362364i,6821.289063,0.018760172
425,,10.277470+18.340727i,6826.171875,0.020531252
427,,-3.033821-4.157009i,6831.054688,0.005025721
431,,-0.216946+20.881701i,6835.9375,0.020393387
433,,9.942896+6.315325i,6840.820313,0.011502916
436,,4.001116+1.744029i,6845.703125,0.004262398
439,,25.275214-5.577635i,6850.585938,0.025276683
442,,-19.215263+7.071538i,6855.46875,0.019995293
445,,-14.533903+17.659139i,6860.351563,0.022334894
448,,20.456526-5.645343i,6865.234375,0.020723829
451,,5.091388+4.146594i,6870.117188,0.006412416
454,,6.631048+15.231335i,6875,0.016222827
458,,7.477332+10.130057i,6879.882813,0.012295715
461,,-16.391060-13.871178i,6884.765625,0.020969424
464,,15.830505+8.754232i,6889.648438,0.017665837
468,,15.684665-21.537554i,6894.53125,0.026019022
471,,12.619009+23.076822i,6899.414063,0.025685248
474,,15.221360+1.260439i,6904.296875,0.014915486
478,,12.434932+18.885353i,6909.179688,0.022081633
480,,16.633174+1.833715i,6914.0625,0.016341745
484,,9.454676-7.040251i,6918.945313,0.011511681
487,,-16.679128+27.193984i,6923.828125,0.031153814
490,,-7.919113-6.241483i,6928.710938,0.009846756
493,,17.852760-17.636496i,6933.59375,0.024506992
498,,6.299775+17.381155i,6938.476563,0.018054306
503,,14.266979-8.987017i,6943.359375,0.016466395
507,,5.192313+6.555236i,6948.242188,0.008166494
511,,19.609838+12.030343i,6953.125,0.022466773
516,,5.260577-0.870857i,6958.007813,0.0052072
520,,4.511124-5.822218i,6962.890625,0.00719273
525,,-10.224326-7.193291i,6967.773438,0.012208214
529,,-5.729633+20.321721i,6972.65625,0.020619142
534,,12.590735+10.276429i,6977.539063,0.015871217
539,,-6.318289+11.823388i,6982.421875,0.013091522
543,,-1.388167+20.894953i,6987.304688,0.020450209
547,,-4.428140+7.136143i,6992.1875,0.008201553
551,,-7.902832-4.944639i,6997.070313,0.009103753
554,,15.387875-28.056063i,7001.953125,0.031248922
559,,21.243381+5.994694i,7006.835938,0.02155567
561,,14.855859+4.891893i,7011.71875,0.015273986
565,,-5.579420+4.483256i,7016.601563,0.006989726
568,,19.831734+5.563711i,7021.484375,0.020114641
571,,10.293639-0.067152i,7026.367188,0.010052596
575,,-12.061745+7.202969i,7031.25,0.01371952
579,,-18.293860+41.670142i,7036.132813,0.04444235
582,,10.617511-2.474900i,7041.015625,0.010646622
585,,-23.276566+5.792045i,7045.898438,0.023424197
588,,6.237149+30.440504i,7050.78125,0.030344648
591,,-0.567132+6.740731i,7055.664063,0.006606003
593,,13.758968+5.826231i,7060.546875,0.014591496
596,,-1.971259+18.665572i,7065.429688,0.018329468
598,,-6.068322+8.935987i,7070.3125,0.01054852
601,,8.545523-7.628795i,7075.195313,0.011186841
603,,12.206536-4.317635i,7080.078125,0.012644184
606,,-9.037658+26.519010i,7084.960938,0.027360088
608,,10.962879-1.308269i,7089.84375,0.010781899
610,,14.379989+29.609216i,7094.726563,0.032144927
612,,-17.087973+30.395130i,7099.609375,0.034051976
615,,-12.234242+16.611049i,7104.492188,0.020146644
617,,-23.499119-0.366421i,7109.375,0.022951148
619,,-9.655017-6.263998i,7114.257813,0.011239255
621,,16.590821-0.615411i,7119.140625,0.016213116
623,,-17.009800+9.649470i,7124.023438,0.019097867
625,,11.358989-5.906903i,7128.90625,0.01250298
625,,-8.406246+25.843584i,7133.789063,0.026539437
626,,24.307211-6.503482i,7138.671875,0.024572451
627,,-17.041788+11.918875i,7143.554688,0.020308793
627,,3.181816+24.018857i,7148.4375,0.023660831
627,,-1.730985+9.860411i,7153.320313,0.009776557
627,,2.941828+20.459775i,7158.203125,0.020185732
627,,0.071773+13.310390i,7163.085938,0.012998617
626,,17.493082+6.775111i,7167.96875,0.018319595
625,,-12.223409+15.602625i,7172.851563,0.019355992
625,,15.939897-2.929128i,7177.734375,0.015826945
624,,0.776791+5.832133i,7182.617188,0.005745739
623,,-14.903150-5.968176i,7187.5,0.015677494
622,,21.073873+10.484194i,7192.382813,0.0229861
622,,18.893196+11.596435i,7197.265625,0.021648656
622,,30.111748-7.643242i,7202.148438,0.030338522
622,,-3.138304+27.408831i,7207.03125,0.026941322
621,,-0.270297+26.758394i,7211.914063,0.026132577
619,,3.373807-1.492716i,7216.796875,0.003602811
618,,0.306831-5.833469i,7221.679688,0.005704622
617,,-10.891368+1.140302i,7226.5625,0.010694237
615,,20.198488-6.178951i,7231.445313,0.020627403
613,,1.222904-7.657161i,7236.328125,0.00757246
611,,-2.219754-14.361654i,7241.210938,0.014191587
608,,8.688208-17.099274i,7246.09375,0.018730411
606,,33.932661+14.511398i,7250.976563,0.036040398
604,,-18.208697-5.677818i,7255.859375,0.018626359
601,,-10.059457-2.079940i,7260.742188,0.01003148
598,,4.762413+12.966020i,7265.625,0.013489232
595,,9.951068+4.489266i,7270.507813,0.010660971
593,,2.437351+24.951750i,7275.390625,0.024482921
590,,-3.163340+8.029786i,7280.273438,0.008428146
586,,-21.789222+22.486841i,7285.15625,0.03057792
584,,8.212787+4.792160i,7290.039063,0.009285803
581,,5.650593-4.695470i,7294.921875,0.007174687
578,,-4.131821+21.706867i,7299.804688,0.021578717
574,,9.850202-18.397438i,7304.6875,0.020379346
571,,12.314680+1.644264i,7309.570313,0.01213278
567,,27.743276-29.687608i,7314.453125,0.039680697
564,,-4.639884+27.525083i,7319.335938,0.027259194
560,,15.696330+27.511792i,7324.21875,0.030932122
557,,3.104371+0.616474i,7329.101563,0.00309081
554,,11.319893+11.917101i,7333.984375,0.016051232
551,,-5.128641+9.328917i,7338.867188,0.010396225
548,,-4.766955-3.512000i,7343.75,0.005782207
544,,-9.110127+10.542215i,7348.632813,0.013606593
542,,-2.936406-5.578022i,7353.515625,0.006155971
538,,9.845497+21.732909i,7358.398438,0.023299831
534,,7.073568+5.307770i,7363.28125,0.008636247
530,,-10.583848+11.308809i,7368.164063,0.01512591
527,,-12.429789+26.474052i,7373.046875,0.028561324
522,,14.675003+6.345596i,7377.929688,0.015613469
517,,-1.535373+20.394554i,7382.8125,0.019972916
513,,-9.646458+21.746771i,7387.695313,0.02323267
509,,-0.874896-11.440232i,7392.578125,0.011204724
505,,25.429680-7.813701i,7397.460938,0.025979546
500,,10.648212+16.222231i,7402.34375,0.018949973
495,,-23.056459+6.216670i,7407.226563,0.023320167
491,,-4.873870-7.166551i,7412.109375,0.008463708
485,,23.056006+15.810065i,7416.992188,0.027300775
482,,15.021589+4.753172i,7421.875,0.015386385
478,,22.477016-29.758492i,7426.757813,0.036419158
474,,3.972460+35.204202i,7431.640625,0.034597285
471,,16.075927+10.938142i,7436.523438,0.018988513
467,,6.253575-3.907846i,7441.40625,0.007201343
464,,-29.132430-5.022594i,7446.289063,0.028869357
461,,6.090020+6.182113i,7451.171875,0.008474563
458,,13.705355+22.634183i,7456.054688,0.025840054
454,,0.141840+11.613954i,7460.9375,0.011342598
451,,-2.282023+8.558968i,7465.820313,0.008650357
448,,12.460443+3.315727i,7470.703125,0.012591852
444,,-5.952962+11.292691i,7475.585938,0.012466486
441,,-19.667238+9.747973i,7480.46875,0.021436008
437,,10.070554+0.401898i,7485.351563,0.009842354
435,,24.969207+11.044032i,7490.234375,0.026662695
432,,-20.552355+15.618035i,7495.117188,0.025208222
430,,41.000000+15.000000i,7500,0.042634531
427,,-4.411461-6.113034i,7504.882813,0.007361894
425,,4.624701+12.766527i,7509.765625,0.013260125
422,,18.887135+9.015333i,7514.648438,0.020437941
420,,-7.620825+15.545355i,7519.53125,0.016907087
417,,-1.208276+5.830610i,7524.414063,0.005814931
415,,4.316176+9.210569i,7529.296875,0.009933324
412,,5.995489-15.212500i,7534.179688,0.015968097
410,,44.373210-39.814837i,7539.0625,0.05821986
408,,-6.095514+15.458717i,7543.945313,0.016227613
405,,-5.625324+39.877558i,7548.828125,0.039328488
404,,3.111459+9.987258i,7553.710938,0.010215539
402,,18.007340-2.680892i,7558.59375,0.01777911
401,,-0.413681+15.792436i,7563.476563,0.015427591
399,,-9.510326+12.080964i,7568.359375,0.015014819
398,,-5.314815+15.970296i,7573.242188,0.01643696
397,,-6.614466-5.231903i,7578.125,0.008235843
397,,8.516463+9.014136i,7583.007813,0.012110351
396,,13.921078+5.739750i,7587.890625,0.014705006
397,,-15.112804+52.612051i,7592.773438,0.053456649
397,,20.912897-18.671690i,7597.65625,0.027378279
398,,36.213293+10.961557i,7602.539063,0.03694916
398,,3.293443+9.421602i,7607.421875,0.009746727
399,,1.054955+16.416426i,7612.304688,0.016064734
400,,-0.058136+32.696744i,7617.1875,0.031930465
401,,-4.304506+6.285198i,7622.070313,0.007439361
401,,8.491618+9.577138i,7626.953125,0.012499586
402,,2.374873-0.439407i,7631.835938,0.002358575
402,,-2.183165-0.529140i,7636.71875,0.002193725
402,,0.131771+17.100764i,7641.601563,0.016700461
403,,8.990572+16.463167i,7646.484375,0.018318455
404,,35.960311-10.054807i,7651.367188,0.036464419
406,,9.598995+4.706109i,7656.25,0.010440004
407,,-19.517442+44.340598i,7661.132813,0.04731059
408,,-11.659541-7.064786i,7666.015625,0.013313384
410,,6.421395+15.956553i,7670.898438,0.016797042
412,,-5.053605+10.357254i,7675.78125,0.01125429
414,,-7.010737+18.276112i,7680.664063,0.019115864
416,,-1.205623+33.116876i,7685.546875,0.032362123
419,,-21.694801+11.249558i,7690.429688,0.023865256
422,,-16.938385+25.898556i,7695.3125,0.030220532
424,,-4.826854+17.134576i,7700.195313,0.017384245
428,,-24.301260+44.622932i,7705.078125,0.049620113
431,,37.545665-11.569546i,7709.960938,0.038366994
434,,10.560914+4.063807i,7714.84375,0.01105059
437,,2.269417+14.125178i,7719.726563,0.01397102
440,,32.661373+26.145783i,7724.609375,0.040856827
443,,4.201435+14.443072i,7729.492188,0.014689214
446,,-14.172949-3.196111i,7734.375,0.014188334
449,,-5.740891+5.252488i,7739.257813,0.00759879
452,,-7.509952+7.020247i,7744.140625,0.010039293
456,,-7.907892-0.494266i,7749.023438,0.007737621
459,,-18.575922-2.159543i,7753.90625,0.018262724
